
FOREST_NAME	WATERSHED_CODE	WATERSHED_NAME	WATERSHED_CONDITION_FS_AREA	TOTAL_WATERSHED_AREA_ACRES	FS_OWNERSHIP_PERCENT	NONFS_AREA_PERCENT	AQUATIC_BIOTA_CONDITION	RIPARIAN_WETLAND_VEG_CONDITION	WATER_QUALITY_CONDITION	WATER_QUANTITY_CONDITION	AQUATIC_HABITAT_CONDITION	ROADS_AND_TRAILS_CONDITION	SOIL_CONDITION	FIRE_EFFECTS_REGIME_CONDITION	FOREST_COVER_CONDITION	FOREST_HEALTH_CONDITION	INVASIVE_SPECIES_CONDITION	RANGELAND_VEGETATION_CONDITION	YEAR_PRIORITY_IDENTIFIED	PRINCIPAL_REASON	SELECTION_NARRATIVE	KNOWN_PARTNERS	APPROVAL_DATE	ESTIMATED_COMPLETION_DATE	ESSENTIAL_PROJECT_COUNT	ESSENTIAL_PROJECT_EST_COST	ACTUAL_COMPLETION_DATE	RESTORATION_ACTION_PLAN_IND
Caribou-Targhee National Forest	170402040401	Upper Bitch Creek	Functioning Properly	22293.3	100	0	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
National Forests In Alabama	031501060402	Flat Tire Creek-Tallasseehatchee Creek	Functioning Properly	27752.8	6	94	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160600150703	Mexican Spring	Functioning Properly	12495.4	13	87	Good	Fair	Good	Fair	Fair	Good	Fair	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Bridger-Teton National Forest	100700010303	Lower Mountain Creek	Functioning Properly	20788.2	18	82	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Malheur National Forest	170702030301	Bear Creek-Middle Fork John Day River	Functioning at Risk	22018.6	83	17	Fair	Fair	Poor	Good	Poor	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Inyo National Forest	180901010602	180901010602	Functioning Properly	11155.7	14	86	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Mt Baker-Snoqualmie National Forest	171100050703	Upper Baker Lake	Functioning Properly	21868	83	17	Good	Good	Good	Good	Poor	Poor	Fair	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Chequamegon-Nicolet National Forest	070300020102	Big Brook	Functioning Properly	16060.6	38	62	Good	Poor	Good	Good	Fair	Good	Fair	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Gila National Forest	130302020106	Gallinas Canyon	Functioning Properly	34647	73	27	Fair	Good	Good	Good	Good	Fair	Fair	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Wallowa Whitman National Forest	170502031007	Lower Eagle Creek	Impaired Function	25266.9	41	59	Fair	Poor	Fair	Poor	Poor	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Santa Fe National Forest	130600010404	El Canon de Pena	Functioning Properly	12965	11	89	Good	Fair	Good	Fair	Good	Poor	Fair	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	130202030407	Ojito Canyon	Functioning Properly	38413.1	10	90	Fair	Fair	Good	Good	Fair	Good	Poor	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Cherokee National Forest	060101080606	Martin Creek-Nolichucky River	Functioning at Risk	16610.2	79	21	Fair	Fair	Fair	Good	Good	Fair	Fair	Poor	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
Chattahoochee-Oconee National Forest	031501040203	Cochrans Creek	Functioning at Risk	19602.5	16	84	Fair	Good	Fair	Good	Fair	Good	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Malheur National Forest	170702011003	Belshaw Creek	Functioning Properly	13109.4	45	55	Good	Fair	Good	Good	Poor	Fair	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Mark Twain National Forest	110100010804	Haddock Creek-Table Rock Lake	Functioning at Risk	10527	5	95	Fair	Poor	Good	Poor	Poor	Fair	Fair	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101031201	Gulf of Esquibel-Frontal Iphigenia Bay	Functioning Properly	74266.8	29	71	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Apache-Sitgreaves National Forest	150200020404	Upper Mineral Creek	Functioning Properly	13049.5	71	29	Good	Fair	Good	Good	Good	Fair	Good	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140200010104	Texas Creek	Functioning Properly	25922.1	100	0	Poor	Good	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Sequoia National Forest	180300020604	Lower Kelso Creek	Functioning at Risk	18305	64	36	Poor	Fair	Good	Good	Good	Good	Fair	Fair	Poor	Poor	Good	Fair	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	180200010301	Crane Creek-Frontal Goose Lake	Functioning at Risk	16672.1	28	72	Good	Fair	Good	Good	Fair	Poor	Good	Poor	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170602010903	Thompson Creek	Functioning Properly	19345.8	70	30	Good	Fair	Good	Good	Good	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Ochoco National Forest	170703030901	North Wolf Creek	Functioning at Risk	12394.8	71	29	Fair	Poor	Poor	Good	Poor	Poor	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Malheur National Forest	170702030402	Upper Long Creek	Functioning Properly	23951.9	9	91	Good	Fair	Good	Fair	Fair	Good	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
San Bernardino National Forest	180702030505	East Twin Creek	Functioning at Risk	20497.1	42	58	Fair	Fair	Good	Poor	Fair	Poor	Poor	Poor	Fair	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110200050608	Hoe Ranch Arroyo	Functioning Properly	13997.8	26	74	Poor	Good	Good	Good	Fair	Fair	Good	Good	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Black Hills National Forest	101202010707	Lytle Creek	Functioning at Risk	24326.5	23	77	Good	Fair	Good	Good	Good	Poor	Fair	Poor	Good	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
Siuslaw National Forest	171002030205	Moon Creek	Functioning at Risk	12486	17	83	Fair	Fair	Poor	Good	Poor	Fair	Good	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In Mississippi	031700070404	Cooper Hill Creek-Red Creek	Functioning at Risk	25116.3	31	69	Good	Fair	Fair	Fair	Good	Fair	Fair	Good	Good	Good	Poor	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101020504	Shoal Creek	Functioning Properly	8983	99	1	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	050500011002	Cove Creek	Functioning Properly	24498.8	16	84	Good	Good	Fair	Good	Poor	Good	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Kisatchie National Forest	080802040103	Little Sixmile Creek	Functioning Properly	17731.3	28	72	Good	Good	Good	Good	Good	Good	Fair	Poor	Poor	Good	Poor	----	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110400040104	110400040104	Functioning Properly	32972.5	23	78	Poor	Good	Good	Good	Fair	Fair	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Nez Perce National Forest	170601010205	Kurry Creek-Snake River	Functioning Properly	15085.1	99	1	Good	Good	Good	Good	Good	Good	Fair	Poor	Good	Good	Poor	Poor	 	 	 	 	 	 	 	 	 	 
Chugach National Forest	190202012201	Upper Nellie Juan River	Functioning Properly	18840.6	67	33	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Flathead National Forest	170102110207	Swan River-Piper Creek	Functioning Properly	11562.4	94	6	Fair	Fair	Good	Good	Good	Good	Good	Good	Fair	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Rio Grande National Forest	130100040306	Middle Creek	Functioning at Risk	34131.9	74	27	Fair	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	180102020205	Shake Creek	Functioning Properly	13279.1	71	29	Good	Fair	Good	Good	Good	Poor	Good	Poor	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Sierra National Forest	180300100802	Lower Big Creek	Functioning at Risk	26015.3	82	18	Poor	Fair	Good	Good	Poor	Fair	Good	Good	Good	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Stanislaus National Forest	180400080307	Moss Creek-Merced River	Functioning Properly	13356.5	80	21	Poor	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
Shoshone National Forest	100800090304	Meeteetse Creek	Functioning Properly	39069.6	15	85	Fair	Good	Good	Good	Good	Poor	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Clearwater National Forest	170603070402	Upper Kelly Creek	Functioning Properly	30644.5	100	0	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Fair	Good	 	 	 	 	 	 	 	 	 	 
Wayne National Forest	050302040502	Lost Run-Monday Creek	Impaired Function	23386.9	55	45	Poor	Fair	Fair	Good	Poor	Poor	Poor	Poor	Good	Good	Poor	----	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	020700010502	Little Fork-South Fork South Branch Potomac River	Functioning Properly	17144.8	61	39	Good	Good	Fair	Good	Fair	Fair	Poor	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Lassen National Forest	180200030606	Lower Butte Creek	Functioning Properly	15963.7	95	5	Good	Good	Good	Good	Fair	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	060101080602	Little Rock Creek	Functioning at Risk	14788.3	18	82	Poor	Good	Good	Good	Poor	Poor	Fair	Fair	Good	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200040906	Middle Pattengail Creek	Functioning at Risk	15740.1	99	1	Fair	Fair	Poor	Good	Good	Fair	Good	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Lassen National Forest	180201570403	Campbell Creek-Pine Creek	Functioning Properly	30146.2	7	93	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Poor	Good	 	 	 	 	 	 	 	 	 	 
Sierra National Forest	180400080205	Devil Gulch	Functioning Properly	18329.5	86	14	Fair	Fair	Good	Good	Good	Good	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140300030202	Middle Horsefly Creek	Functioning Properly	17876.4	95	5	Poor	Good	Good	Good	Poor	Good	Fair	Good	Good	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Superior National Forest	090300011001	Range River	Functioning Properly	15446.2	67	33	Fair	Good	Fair	Good	Good	Fair	Fair	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Lewis And Clark National Forest	100301040302	Upper Willow Creek	Functioning at Risk	24044.7	37	63	Poor	Fair	Good	Fair	Fair	Good	Fair	Poor	Good	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Caribou-Targhee National Forest	170402020302	Lower Thristy Creek	Functioning Properly	19559.4	83	17	Poor	Good	Good	Good	Good	Good	Good	Fair	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	030501010101	Curtis Creek	Functioning at Risk	10922.6	89	12	Fair	Fair	Good	Good	Fair	Poor	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Boise National Forest	170602050404	Lower Sulphur Creek	Functioning Properly	18022.1	99	1	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200060502	Elkhorn Creek	Functioning at Risk	22658.3	77	23	Poor	Fair	Poor	Good	Poor	Poor	Good	Fair	Good	Fair	Fair	Good	 	 	 	 	 	 	 	 	 	 
Kaibab National Forest	150100031001	Sowats Canyon	Impaired Function	39580.3	100	0	Fair	Poor	Fair	Fair	Poor	Poor	Fair	Fair	Poor	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Monongahela National Forest	050500050404	Cherry River	Functioning at Risk	24352.4	25	75	Poor	Good	Poor	Good	Poor	Good	Poor	Good	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102032504	Redoubt Lake	Functioning Properly	27300.9	85	15	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170602020201	Donkey Creek-Goldburg Creek	Functioning Properly	25311.8	30	70	Good	Fair	Fair	Good	Good	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Colville National Forest	170200020505	West Deer Creek	Functioning at Risk	13661.9	40	60	Poor	Poor	Good	Good	Poor	Poor	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Caribou-Targhee National Forest	160102010607	Pearl Creek-Bear River	Functioning Properly	15405.5	49	51	Fair	Good	Poor	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	 	 	 	 	 	 	 	 	 	 
Prescott National Forest	150602010806	Lower Walnut Creek	Functioning at Risk	29511	65	35	Good	Good	Good	Poor	Fair	Poor	Poor	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Gallatin National Forest	100700021401	Upper Deer Creek	Functioning Properly	16359.4	88	12	Poor	Good	Good	Good	Good	Good	Poor	Fair	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
White Mountain National Forest	010400010605	Stearns Brook	Functioning at Risk	23725.2	8	92	Good	Fair	Fair	Good	Fair	Poor	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102032404	Silver Bay-Frontal Eastern Channel	Functioning Properly	10294.7	63	37	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102020707	Point Ellis-Frontal Chatham Strait	Functioning Properly	17463.3	32	68	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101102031302	Little Missouri River-Medora	Functioning at Risk	12541.7	32	68	Fair	Poor	Poor	Good	Good	Poor	Fair	Fair	----	Fair	Poor	Poor	 	 	 	 	 	 	 	 	 	 
Okanogan-Wenatchee National Forests	170200090206	Bear Creek-Lake Chelan	Functioning at Risk	35575.7	97	3	Poor	Good	Fair	Fair	Good	Fair	Poor	Poor	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Chequamegon-Nicolet National Forest	070500050201	South Fork Yellow River	Functioning Properly	14183.8	71	29	Good	Fair	Good	Good	Poor	Fair	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	110901030302	Middle Sand Draw	Functioning Properly	31376.5	16	85	Good	Fair	Good	Good	Fair	Fair	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Coronado National Forest	150803010305	Mesa Draw	Functioning Properly	36421.6	46	54	Good	Good	Good	Fair	Poor	Fair	Fair	Poor	----	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Olympic National Forest	171100180304	Fulton Creek-Frontal Hood Canal	Functioning at Risk	17333.7	42	58	Good	Poor	Good	Good	Fair	Poor	Good	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	160300010502	East Bench-Sevier River	Functioning at Risk	14335.2	12	88	Fair	Good	Poor	Fair	Fair	Poor	Good	Poor	Good	Good	Fair	Poor	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101020505	Marble Creek-Frontal Carroll Inlet	Functioning Properly	43927.7	68	32	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Francis Marion-Sumter National Forest	030601030609	Lower Long Cane Creek	Functioning at Risk	20239.8	63	37	Fair	Poor	Poor	Fair	Poor	Fair	Fair	Fair	Good	Fair	Poor	----	 	 	 	 	 	 	 	 	 	 
Boise National Forest	170501110402	Bear River	Functioning at Risk	22665.7	100	0	Poor	Fair	Good	Good	Fair	Poor	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Arapaho-Roosevelt National Forest	101900050404	Boulder Creek Canyon	Functioning at Risk	9795	39	61	Poor	Fair	Good	Fair	Fair	Fair	Fair	Fair	Good	Poor	Poor	Good	 	 	 	 	 	 	 	 	 	 
Ouachita National Forest	080401010401	Upper South Fork Ouachita River	Functioning Properly	29628.7	83	17	Good	Good	Fair	Good	Good	Poor	Good	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Mark Twain National Forest	071401070204	Wash Creek-Castor River	Functioning at Risk	20109.1	6	94	Fair	Poor	Good	Fair	Poor	Fair	Good	Poor	Good	Fair	Good	Poor	 	 	 	 	 	 	 	 	 	 
Caribou-Targhee National Forest	170402040206	Mahogany Creek	Functioning at Risk	11888.4	74	27	Poor	Fair	Poor	Poor	Poor	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
San Juan National Forest	140300020307	House Creek	Functioning at Risk	24290.6	96	4	Fair	Good	Poor	Fair	Good	Fair	Poor	Fair	Good	Good	Fair	Poor	 	 	 	 	 	 	 	 	 	 
Rogue River-Siskiyou National Forests	171003050202	Johnson Creek	Functioning Properly	10463.2	100	0	Good	Fair	Fair	Good	Fair	Fair	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Cleveland National Forest	180703040102	Temescal Creek	Functioning Properly	18846.5	60	41	Fair	Good	Good	Good	Good	Good	Fair	Fair	----	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	180102010407	Wildhorse Ridge-Williamson River	Functioning at Risk	90547.5	37	63	Fair	Fair	Good	Good	Good	Poor	Good	Fair	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Okanogan-Wenatchee National Forests	170200110203	Lower Nason Creek	Functioning at Risk	31671.1	57	43	Fair	Good	Fair	Good	Good	Poor	Fair	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Superior National Forest	040101010603	Middle Cascade River	Functioning Properly	18818.7	65	35	Good	Good	Poor	Good	Fair	Fair	Fair	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	140600040103	Mud Creek	Functioning at Risk	13953.2	100	0	Poor	Fair	Poor	Good	Fair	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Daniel Boone National Forest	051002020203	Lower Greasy Creek	Functioning Properly	14744.6	17	83	Good	Fair	Good	Good	Good	Good	Fair	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Sequoia National Forest	180300100404	Big Meadow Creek-Boulder Creek	Functioning Properly	24502.7	100	0	Fair	Fair	Good	Good	Good	Fair	Good	Fair	Good	Poor	Good	Fair	 	 	 	 	 	 	 	 	 	 
Custer National Forest	100700060903	Rock Creek-Snow Creek	Functioning Properly	26121.9	88	12	Poor	Good	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Gila National Forest	150400010702	Headwaters Black Canyon	Functioning Properly	21611.2	100	0	Good	Fair	Fair	Good	Good	Good	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Rogue River-Siskiyou National Forests	171003060201	Upper Sixes River	Functioning Properly	41707.5	32	68	Good	Fair	Poor	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
White River National Forest	140100040501	Headwaters Fryingpan River	Functioning at Risk	29009.6	100	0	Poor	Good	Good	Poor	Fair	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Sierra National Forest	180400070103	China Creek-Fresno River	Functioning Properly	25459.5	10	90	Fair	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Wallowa Whitman National Forest	170601040302	Lower Beaver Creek	Functioning Properly	22812.6	61	40	Fair	Good	Fair	Good	Poor	Good	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Wallowa Whitman National Forest	170601040803	South Fork Willow Creek	Functioning at Risk	12435.8	22	78	Fair	Fair	Good	Poor	Poor	Good	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Francis Marion-Sumter National Forest	030601070201	Sleepy Creek	Functioning at Risk	17989.6	25	75	Fair	Poor	Fair	Fair	Poor	Poor	Fair	Poor	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101011802	Thumb Creek	Functioning Properly	11691.5	100	0	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Inyo National Forest	180901020102	Lower Hutchinson Creek	Functioning Properly	19771.7	42	58	Good	Good	Good	Poor	Good	Good	Good	Good	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Medicine Bow-Routt National Forest	140500010402	Harrison Creek	Functioning Properly	11547.2	96	4	Poor	Good	Good	Good	Good	Good	Good	Fair	Poor	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Ouachita National Forest	111401060506	McKinney Creek	Functioning Properly	23352.9	5	95	Good	Poor	Good	Good	Good	Poor	Good	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Idaho Panhandle National Forest	170102150704	Quartz Creek-Priest River	Functioning at Risk	19355.1	38	62	Fair	Fair	Good	Good	Good	Poor	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Payette National Forest	170602090103	Lower French Creek	Functioning Properly	21745.6	85	15	Poor	Good	Good	Good	Good	Good	Good	Good	Poor	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Mark Twain National Forest	110100060110	Zachs Branch-North Fork River	Functioning at Risk	29453.7	30	70	Good	Fair	Good	Fair	Poor	Fair	Good	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200070602	Middle West Fork Madison River	Functioning at Risk	15736.2	94	6	Poor	Fair	Poor	Good	Fair	Good	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Rogue River-Siskiyou National Forests	171003110402	Elk Creek-West Fork Illinois River	Functioning Properly	17350.2	40	60	Good	Fair	Good	Fair	Fair	Good	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102032002	Sukoi Inlet-Frontal Salisbury Sound	Functioning Properly	9040.4	88	12	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	110200060207	Oak Creek-Huerfano River	Functioning Properly	19113.9	6	94	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Boise National Forest	170501130508	Dog Creek-South Fork Boise River	Functioning at Risk	16386	80	20	Poor	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Coronado National Forest	150503010507	Montosa Canyon-Santa Cruz River	Functioning at Risk	30170.1	13	88	Fair	Fair	Good	Fair	Fair	Fair	Fair	Poor	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Manti-Lasal National Forest	140300050805	Titus Canyon-Indian Creek	Functioning Properly	17749.5	13	87	Good	Fair	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Helena National Forest	100301011306	Upper Prickley Pear Creek	Functioning at Risk	16446.4	23	77	Fair	Fair	Good	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Rio Grande National Forest	130100040501	Headwaters La Garita Creek	Functioning at Risk	14440.4	100	0	Poor	Fair	Good	Good	Good	Fair	Fair	Good	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Francis Marion-Sumter National Forest	030501080403	Lower Indian Creek-Enoree River	Impaired Function	18922.9	61	39	Fair	Poor	Fair	Fair	Poor	Poor	Fair	Poor	Good	Fair	Poor	----	2011	<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Invasive Species</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities></Principal_Reason>	Area has ongoing partnerships with various conservation agencies and local individuals for wildlife and fuel hazard abatement. District has ongoing activities in soil, water, native plants, NNIS, stream restoration, soil productivity improvement, and aquatic habitat improvement and monitoring. 	<Known_Partners><Partner><Name>National Wild Turkey Federation</Name><Type>Known</Type></Partner><Partner><Name>SC Department of Natural Resources</Name><Type>Known</Type></Partner><Partner><Name>USDA NRCS</Name><Type>Known</Type></Partner><Partner><Name>Newberry Soil &amp; Water Conservation Distr</Name><Type>Known</Type></Partner></Known_Partners>	9/30/2011	9/30/2019	10	4160000	 	Y
Rogue River-Siskiyou National Forests	171003090108	Squaw Creek	Functioning at Risk	20070.9	90	11	Poor	Fair	Good	Fair	Poor	Good	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Gallatin National Forest	100700021406	Upper Bridger Creek	Functioning Properly	17524.4	36	64	Poor	Good	Fair	Good	Good	Good	Fair	Fair	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Shoshone National Forest	100800010101	East DuNoir Creek	Functioning Properly	18260.1	99	1	Good	Good	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101030305	Mabel Creek-Frontal Whale Passage	Functioning Properly	36373.1	69	31	Good	Fair	Good	Good	Fair	Fair	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	060102050602	Little Stony Creek-Clinch River	Functioning at Risk	37824.9	29	71	Fair	Good	Poor	Good	Poor	Fair	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101000042004	Smith Creek	Functioning at Risk	17356.2	6	94	Fair	Fair	Poor	Fair	Fair	Poor	Good	Fair	----	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Kaibab National Forest	150100010104	Rock Canyon	Impaired Function	24740.3	93	7	Fair	Poor	Fair	Fair	Poor	Poor	Fair	Poor	Poor	Good	Fair	Poor	 	 	 	 	 	 	 	 	 	 
