FORESTNAME,HUC12_CODE,HUC12_NAME,USFS_COND,TOT_ACRES,USFS_PERC,NONFS_PERC,AQ_BIOTA,RIPARIAN,WATER_QUAL,WATER_QUAN,AQ_HABITAT,ROAD_TRAIL,SOIL_COND,FIRE_COND,FOREST_COV,FOR_HEALTH,TER_INV_SP,RANGE_VEG,PRIOR_YR,PRICPL_REA,SEL_NARAT,KNWN_PART,APRVL_DATE,EST_CMP_DA,ES_PRJ_CNT,ES_PRJ_CST,ACT_CMP_DA,RESTPLN_IN
Medicine Bow-Routt National Forest,"140500030201",Little Snake River-Fly Creek,Functioning Properly,35696.800,6.0,94.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030204",Willow Creek-Spring Creek,Functioning Properly,31707.600,11.0,89.0,Good,Good,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101900090104",North Fork Crow Creek,Functioning at Risk,33933.100,42.0,59.0,Poor,Fair,Fair,Good,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101900150101",Lodgepole Creek-North Lodgepole Creek,Functioning at Risk,32890.400,37.0,63.0,Poor,Good,Good,Good,Fair,Poor,Good,Fair,Poor,Fair,Fair,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101900150102",South Lodgepole Creek,Functioning at Risk,25312.400,27.0,73.0,Poor,Good,Good,Good,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101900090101",Upper Middle Crow Creek,Functioning at Risk,25774.300,60.0,40.0,Poor,Fair,Fair,Poor,Fair,Poor,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Carson National Forest,"130201010206",Latir Creek,Functioning Properly,22135.800,28.0,72.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100040604",Biedell Creek,Functioning Properly,26214.700,5.0,95.0,Good,Fair,Good,Good,Good,Good,Fair,Good,Good,Good,Fair,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140200060403",Happy Canyon Creek,Functioning Properly,38455.800,12.0,88.0,Good,Good,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Fair,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140200060501",Headwaters Dry Creek,Functioning Properly,33992.300,32.0,68.0,Poor,Good,Good,Good,Fair,Fair,Fair,Fair,Good,Fair,Fair,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140200060502",Upper Dry Creek,Functioning Properly,24462.200,7.0,93.0,Good,Fair,Good,Fair,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,,,,,,,,,,
Pike-San Isabel National Forest,"110200010301",Middle Cottonwood Creek,Functioning Properly,22195.500,98.0,2.0,Poor,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010302",South Cottonwood Creek,Functioning Properly,21076.500,98.0,2.0,Poor,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010303",North Cottonwood Creek,Functioning Properly,16510.300,88.0,12.0,Poor,Good,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010401",Headwaters Clear Creek,Functioning Properly,17503.400,98.0,3.0,Poor,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010402",Lake Fork-Clear Creek,Functioning Properly,26660.900,92.0,8.0,Poor,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010403",Pine Creek,Functioning Properly,13689.900,99.0,1.0,Poor,Good,Good,Fair,Fair,Good,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010404",Cache Creek-Arkansas River,Functioning Properly,30489.800,65.0,35.0,Poor,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010405",Four Mile Creek,Functioning at Risk,24429.500,92.0,8.0,Poor,Fair,Fair,Good,Poor,Good,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010406",Three Elk Creek-Arkansas River,Functioning Properly,38735.100,63.0,37.0,Poor,Good,Good,Good,Fair,Good,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010501",Headwaters Chalk Creek,Functioning at Risk,33990.800,93.0,8.0,Poor,Good,Poor,Good,Poor,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010502",Outlet Chalk Creek,Functioning at Risk,23187.300,74.0,26.0,Poor,Good,Poor,Good,Poor,Poor,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010601",Middle Fork South Arkansas River,Functioning Properly,23850.900,91.0,9.0,Poor,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010602",North Fork South Arkansas River,Functioning Properly,14196.100,93.0,7.0,Poor,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010603",Cree Creek-South Arkansas River,Functioning Properly,8754.100,91.0,9.0,Poor,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
Rio Grande National Forest,"130100030606",Arrastre Creek,Functioning Properly,13511.200,29.0,71.0,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100030701",South Zapata Creek,Functioning Properly,10817.000,83.0,17.0,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100030703","130100030703",Functioning Properly,112493.800,8.0,93.0,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010902",Upper East Fork Williams Fork,Functioning Properly,26497.700,94.0,6.0,Fair,Good,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010903",Poose Creek,Functioning Properly,16091.100,92.0,9.0,Good,Fair,Good,Good,Fair,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
White River National Forest,"140500020101",Headwaters Milk Creek,Functioning Properly,24889.400,79.0,21.0,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
White River National Forest,"140500020102",Upper Milk Creek,Functioning Properly,15630.400,15.0,85.0,Poor,Good,Good,Good,Good,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Pike-San Isabel National Forest,"110200010704",Browns Creek,Functioning Properly,13367.500,70.0,30.0,Poor,Good,Good,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010705",Cottonwood Creek-Arkansas River,Functioning at Risk,28898.000,56.0,44.0,Poor,Poor,Good,Good,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010706",Railroad Gulch,Functioning Properly,13689.700,51.0,49.0,Poor,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010707",Threemile Creek,Functioning Properly,11462.000,39.0,61.0,Poor,Good,Good,Good,Fair,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010708",Browns Canyon,Functioning Properly,14918.300,41.0,59.0,Poor,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010709",Squaw Creek-Arkansas River,Functioning at Risk,43745.800,31.0,69.0,Poor,Fair,Good,Good,Poor,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Pike-San Isabel National Forest,"110200010710",Ute Creek-Arkansas River,Functioning at Risk,21952.100,42.0,59.0,Poor,Fair,Fair,Good,Poor,Good,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030301",Upper Slater Creek,Functioning at Risk,28080.500,71.0,29.0,Poor,Fair,Good,Fair,Fair,Poor,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030302",Middle Slater Creek,Functioning at Risk,29707.500,71.0,29.0,Fair,Good,Good,Poor,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030303",Lower Slater Creek,Functioning Properly,39391.400,10.0,90.0,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040102",Cement Creek,Functioning at Risk,13052.400,12.0,88.0,Poor,Good,Poor,Good,Fair,Good,Poor,Fair,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040103",Mineral Creek,Functioning at Risk,33811.200,89.0,11.0,Poor,Good,Poor,Good,Good,Good,Poor,Fair,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040104",Cunningham Creek-Animas River,Functioning at Risk,27723.300,11.0,89.0,Poor,Good,Poor,Good,Good,Good,Poor,Fair,----,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040201",Headwaters Cascade Creek,Functioning Properly,18337.100,99.0,1.0,Poor,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040202",Lime Creek,Functioning Properly,26417.300,96.0,4.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040203",Outlet Cascade Creek,Functioning at Risk,9649.600,91.0,9.0,Poor,Good,Good,Poor,Fair,Fair,Poor,Good,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040301",Elk Creek,Functioning Properly,12437.300,100.0,0.0,Poor,Good,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040302",Tenmile Creek-Animas River,Functioning Properly,24259.100,96.0,4.0,Poor,Good,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040303",Needle Creek,Functioning Properly,9615.400,98.0,2.0,Poor,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040304",Ruby Creek-Animas River,Functioning Properly,14669.400,99.0,1.0,Poor,Good,Poor,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040401",East Fork Hermosa Creek,Functioning Properly,10761.200,99.0,1.0,Fair,Good,Good,Good,Fair,Fair,Poor,Good,Fair,Good,Fair,Fair,"2011",<Principal_Reason><Resources><Resource><Value>Outstanding Resource Water</Value></Resource><Resource><Value>Species Protection Area</Value></Resource></Resources><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunit,"Species being protected is the TES Colorado River Cutthroat Trout, opportunities for partnership restoration. Subwatershed is in same watershed where other restoration activities are ongoing for the TES trout.",,,,,,,
San Juan National Forest,"140801040402",Headwaters Hermosa Creek,Functioning Properly,12699.600,100.0,0.0,Fair,Good,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140801040403",Big Bend Creek-Hermosa Creek,Functioning Properly,14077.300,100.0,0.0,Fair,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040404",South Fork Hermosa Creek,Functioning Properly,14850.700,100.0,0.0,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040405",Deer Creek-Hermosa Creek,Functioning Properly,21117.900,100.0,0.0,Poor,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140801040406",Dutch Creek-Hermosa Creek,Functioning at Risk,13924.400,100.0,0.0,Poor,Poor,Good,Good,Fair,Good,Fair,Good,Good,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140801040407",Buck Creek-Hermosa Creek,Functioning Properly,21538.800,94.0,6.0,Fair,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Fair,Good,,,,,,,,,,
San Juan National Forest,"140801040501",Canyon Creek-Animas River,Functioning at Risk,32821.600,95.0,5.0,Poor,Good,Poor,Good,Good,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140801040502",Electra Lake-Tank Creek,Functioning at Risk,16354.600,61.0,39.0,Poor,Good,Good,Poor,Fair,Fair,Poor,Good,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140801040503",Coon Creek-Animas River,Functioning at Risk,21819.300,70.0,30.0,Poor,Good,Fair,Good,Fair,Fair,Fair,Good,Good,Good,Fair,Good,,,,,,,,,,
White River National Forest,"140500050101",Headwaters North Fork White River,Functioning Properly,32632.500,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Good,Good,Poor,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050102",Snell Creek-North Fork White River,Functioning Properly,25869.200,96.0,4.0,Poor,Fair,Good,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050103",Lost Creek,Functioning Properly,13830.500,100.0,0.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
White River National Forest,"140500050104",Marvine Creek,Functioning Properly,38335.900,98.0,2.0,Poor,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,Poor,Good,,,,,,,,,,
White River National Forest,"140500050105",Missouri Creek-North Fork White River,Functioning Properly,14501.800,94.0,7.0,Poor,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050106",Ute Creek,Functioning Properly,13311.200,99.0,1.0,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050107",Fawn Creek,Functioning Properly,12058.300,97.0,4.0,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050108",Outlet North Fork White River,Functioning Properly,16311.000,41.0,59.0,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
White River National Forest,"140500050201",Headwaters South Fork White River,Functioning Properly,25208.300,100.0,0.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050202",Lost Solar Creek,Functioning Properly,10415.100,100.0,0.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
White River National Forest,"140500050203",Patterson Creek-South Fork White River,Functioning Properly,36365.400,100.0,0.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050204",South Fork Canyon,Functioning Properly,13205.000,97.0,3.0,Poor,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050205",Hill Creek-South Fork White River,Functioning Properly,30179.700,67.0,33.0,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
White River National Forest,"140500050301",Big Beaver Creek,Functioning Properly,21877.600,71.0,29.0,Good,Good,Good,Good,Good,Poor,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
White River National Forest,"140500050302",North Elk Creek,Functioning Properly,28362.800,84.0,16.0,Fair,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
White River National Forest,"140500050303",Dry Creek,Functioning Properly,11440.400,46.0,54.0,Good,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050304",Miller Creek,Functioning at Risk,37545.300,78.0,22.0,Poor,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
Green Mountain And Finger Lakes National Forests,"041402011106",Boardman Creek-Cayuga Lake,Functioning at Risk,22697.800,7.0,93.0,Fair,Fair,Fair,Good,Poor,Fair,Poor,Poor,Good,Good,Poor,Fair,,,,,,,,,,
Green Mountain And Finger Lakes National Forests,"041402010804",Breakneck Creek-Seneca Lake,Functioning at Risk,16529.600,18.0,82.0,Fair,Fair,Fair,Good,Poor,Fair,Poor,Poor,Good,Good,Poor,Fair,"2011",<Principal_Reason><Concerns><Concern><Value>Invasive Species</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Riparian Structure and Function</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition<,"This watershed was designated a priority because: a) important watershed issues and opportunities exist; and b) the Forest Service expects to implement significant improvements in the watershed condition over the next five years.  The most important oppo",,,2016/12/01,"20",913000.0000000000,,
Green Mountain And Finger Lakes National Forests,"041402011105",Bolter Creek-Taughannock Creek,Functioning at Risk,16782.200,12.0,88.0,Fair,Fair,Fair,Good,Poor,Fair,Poor,Poor,Good,Good,Poor,Fair,,,,,,,,,,
Green Mountain And Finger Lakes National Forests,"041402011104",Hencoop Creek-Taughannock Creek,Functioning at Risk,26010.000,10.0,90.0,Fair,Fair,Fair,Good,Poor,Fair,Poor,Poor,Good,Good,Poor,Fair,,,,,,,,,,
Carson National Forest,"130201010302",Cabresto Creek,Functioning at Risk,25155.200,96.0,4.0,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Carson National Forest,"130201010303",Middle Red River,Functioning at Risk,37351.300,86.0,14.0,Fair,Good,Poor,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800100407",Soldier Creek-Laramie River,Functioning Properly,10800.500,9.0,91.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800100502",Spring Creek-Laramie River,Functioning Properly,20462.900,16.0,84.0,Good,Good,Good,Good,Good,Poor,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010101",Arapaho Creek,Functioning at Risk,35553.300,70.0,30.0,Poor,Fair,Good,Fair,Fair,Poor,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010102",Upper Grizzly Creek,Functioning at Risk,38206.500,35.0,65.0,Poor,Good,Good,Good,Fair,Fair,Fair,Good,Poor,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010103",Coyote Creek,Functioning at Risk,10878.200,22.0,78.0,Poor,Good,Good,Poor,Poor,Fair,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010104",Friends Draw-Buffalo Creek,Functioning at Risk,25438.600,30.0,70.0,Poor,Fair,Good,Good,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010201",Upper North Fork North Platte River,Functioning at Risk,23357.000,79.0,21.0,Poor,Fair,Good,Fair,Good,Fair,Good,Fair,Poor,Fair,Good,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010202",Middle North Fork North Platte River,Functioning at Risk,27501.800,58.0,42.0,Poor,Good,Good,Poor,Good,Fair,Good,Good,Poor,Fair,Good,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010203",Lake Creek,Functioning Properly,35553.600,9.0,91.0,Good,Fair,Good,Good,Good,Good,Fair,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010204",Lower North Fork North Platte River,Functioning Properly,15570.200,9.0,91.0,Good,Good,Good,Good,Good,Good,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010301",Headwaters Little Grizzly Creek,Functioning at Risk,17258.000,61.0,39.0,Poor,Fair,Good,Fair,Fair,Fair,Fair,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010302",Newcomb Creek-Chedsey Creek,Functioning at Risk,18227.700,88.0,12.0,Poor,Fair,Good,Fair,Fair,Fair,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010304",Beaver Creek,Functioning at Risk,18330.200,34.0,66.0,Poor,Good,Good,Fair,Fair,Fair,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010305",Roaring Fork,Functioning Properly,30906.800,67.0,33.0,Poor,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010401",Jack Creek,Functioning at Risk,19197.100,84.0,16.0,Poor,Good,Good,Fair,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010402",Headwaters Illinois River,Functioning at Risk,25042.200,83.0,17.0,Poor,Good,Good,Good,Fair,Poor,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010403",East Branch Willow Creek-Willow Creek,Functioning at Risk,19873.900,85.0,15.0,Poor,Good,Good,Poor,Fair,Poor,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010404",McKinnon Creek-Willow Creek,Functioning at Risk,20433.400,48.0,52.0,Poor,Good,Good,Poor,Fair,Fair,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010501",South Fork Michigan River,Functioning at Risk,23501.200,97.0,3.0,Poor,Good,Good,Fair,Good,Fair,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010503",Headwaters Michigan River,Functioning Properly,15531.000,10.0,90.0,Good,Good,Good,Good,Good,Good,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010504",Owl Creek,Functioning at Risk,12592.300,20.0,80.0,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800010702",Pinkham Creek,Functioning at Risk,18805.100,53.0,47.0,Poor,Good,Good,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020101",North Platte River-Sixmile Creek,Functioning at Risk,37755.800,81.0,19.0,Poor,Good,Good,Fair,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020102",Camp Creek,Functioning at Risk,11450.600,92.0,8.0,Poor,Good,Good,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020106",Pelton Creek,Functioning at Risk,23960.700,96.0,4.0,Poor,Good,Good,Good,Fair,Poor,Good,Fair,Poor,Fair,Good,Good,"2011",<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</,"This watershed was chosen due to the ongoing partnerships and funded projects that are reconnecting aquatic habitats, improving water quality and restoring wetlands.",<Known_Partners><Partner><Name>Albany County R.A.C.</Name><Type>Known</Type></Partner><Partner><Name>Wyoming DEQ</Name><Type>Known</Type></Partner><Partner><Name>Wyoming Wildlife Natural Resource Trust </Name><Type>Known</Type></Partner><Partner><Name>Wy,2011/09/23,2014/09/30,"5",389000.0000000000,,Y
